휴양지	休养胜地
보상 보기	查看奖励
보유 영웅	持有英雄
함선 보유하기	拥有舰船
본인 적용	适用给自己
부속주머니	附属袋
분해 결과	分解结果
불법 튜닝	非法改装
붕대 지급	供应绷带
블랜더버스	霰弹枪
비상 자원	应急资源
비행 가속	飞行加速
빠른 선택	快速选择
사기 저하	降低士气
사냥 허가	狩猎许可
사용 가능	可使用
사용 불가	无法使用
산림훼손왕	森林破坏王
산타의 섬	圣诞岛
상륙백병전	陆地白刃战
상륙포격전	陆地炮战
상선 교역	商船交易
상선 하역	商船装卸
상세 정보	详细信息
상점 이동	转到商店
상품 구성	商品组成
샌안토니오	圣安东尼奥
생존 전략	生存战略
서버 목록	服务器目录
서버 이전	转服
선물 받기	领取礼物
선물 삭제	删除礼物
선실 확장	扩建船舱
선택 완료	选择完毕
설득 취소	取消说服
성문 모형	城门模型
성문 보강	加固城门
성채 수리	修理城堡
CASTLE LEVEL	城堡等级
세율 변경	更改税率
소드마스터	剑之主
수확 도구	收获工具
스킬 효과	技能效果
슬로바키아	斯洛伐克
슬로베니아	斯洛文尼亚
승리의 북	胜利之鼓
시간 단축	缩短时间
시세 정보	行情信息
시장 이용	使用市场
시즌 랭킹	赛季排名
식단 개선	改善伙食
신발을 제작해보세요.	制作战靴
신발 착용하기	装备战靴
신수 깃발	神兽旗帜
심지 강화	强化引线
십년감수한	提心吊胆
아라 조각	阿拉碎片
아르메니아	亚美尼亚
아르헨티나	阿根廷语
아스타로스	阿斯塔罗特
아쿠아니스	变体精灵
아타케부네	安宅船
안드로이드	安卓
안토니우스	安东尼
암스테르담	阿姆斯特丹
암스트롱포	安式炮
압박 수비	压迫防守
약재 사발	药杵
약점 간파	识破弱点
에바 조각	伊娃碎片
에스토니아	爱沙尼亚
연계 상품	相关商品
연구 가능	可研究
연구 완료	完成研究
연구 지원	援助研究
연구 취소	取消研究
연맹 건물	联盟建筑
연맹 기술	联盟技能
연맹 랭킹	联盟排名
연맹 목록	联盟列表
연맹 보상	联盟奖励
연맹 부표	联盟浮标
연맹 지급 선물	联盟礼物
연맹 설명	联盟说明
연맹 설정	联盟设置
연맹 성벽	联盟城墙
연맹 소개	联盟介绍
연맹 약칭	联盟简称
연맹 언어	联盟语言
연맹 연구	联盟研究
연맹 영토	联盟领土
연맹 요새	联盟堡垒
연맹 은화	联盟银币
연맹 이름	联盟名称
연맹 전황	联盟战况
연맹 정보	联盟信息
연맹 지원	联盟援助
연맹 창설	创建联盟
연맹 초대	联盟邀请
연맹 통계	联盟统计
연맹 특성	联盟天赋
연맹 해산	解散联盟
연장 가방	工具包
영웅 레벨	英雄等级
영웅 전당	英雄殿堂
영웅 조각	英雄碎片
영웅 효과	英雄效果
영주 검색	搜索领主
영주 능력	领主能力
영주 랭킹	领主排名
영주 삭제	删除领主
영주 생성	创建领主
영주 장비	领主装备
영주 차단	拉黑领主
영주 특성	领主天赋
영지 관리	领地管理
오세베르크	奥塞贝格号
오스트리아	奥地利
옵션 장비	属性装备
와룡 조각	卧龙碎片
외판 강화	强化外板
요새 효과	堡垒效果
용 조각상	龙型雕像
용골 강화	强化龙骨
용도 미정	用途不详
우크라이나	乌克兰
월계수 잎	月桂叶
위치 변경	调整位置
은광 건설	建设银矿
은화 15	15银币
은화 25	25银币
은화 구입	购买银币
의복을 제작해보세요.\n	制作盔甲
의복 착용하기	装备盔甲
의학 전범	医学典范
이익 은화	银币利润
이탈리아어	意大利语
인간문화재	人类非物质文化遗产
인도네시아	印度尼西亚
일괄 선택	批量选择
일반 보상	普通奖励
일제 포격	排子炮
자동 번역	自动翻译
자원 구입	购买资源
자원 보관하기	保管资源
자원 상자	资源箱
자원 수확	资源收获
자원 지원	支援资源
자원 채집	资源采集
자원 회수	回收资源
자원지정보	资源地信息
작업중..	工作中
장 라피트	让·拉斐特
장갑을 제작해보세요.	制作护手
장갑 착용하기	装备护手
장미 깃발	玫瑰旗帜
장비 강화	强化装备
장비 보관	保管装备
장비 착용	佩戴装备
장비 회수	回收装备
장전 시간	装弹时间
장전하라!	快装弹!
재료 교체	替换材料
재료 선택	选择材料
적재 오류	装载错误
전쟁 보호	免战
전쟁 영웅	战争英雄
전체 선택	全选
전체 지원	全部援助
전체 푸시	所有通知
전투 결과	战利结果
전투 대비	迎战准备
전투 승리	战斗胜利
전투 패배	战斗失败
정기 혜택	定期福利
정보 없음	暂无信息
정찰 방해	阻碍侦查
정찰 실패	侦查失败
정찰 횟수	侦查次数
제거중..	解除中
제독 코트	提督的大衣
제조 취소	取消制造
제프 조각	杰夫碎片
조준 발포	瞄准发炮
주둔 병사	驻兵
주술 가면	咒术面具
중급 과녁	中级箭靶
중급 교관	中级教官
중급 교본	中级教材
중급 대련	中级对练
중급 묘목	中级树苗
중급 붕대	中级绷带
중급 숫돌	中级磨刀石
중급 의술	中级医术
중급 장갑	中级装甲
중급 장인	中级匠人
중급 지휘	中级指挥
중급 행군	中级行军
중급 행운	中级幸运
즉시 강화	立即强化
즉시 건조	立即建造
즉시 수리	立即修理
즉시 연구	立即研究
즉시 제조	立即制造
즉시 치료	立即治疗
즉시 회수	立即回收
즉시 훈련	立即训练
지난 랭킹	历史排名
지난 시즌	上赛季
지능의 창	智能之矛
지혈 장비	止血棉布
진격 깃발	进攻旗帜
진급 가능	可进阶
진급 성공	进阶成功
진급 중…	进阶中…
진주 깃발	珍珠旗帜
진화 가능	可进化
진화 성공	进化成功
진화 중…	进化中…
질풍의 돛	疾风之帆
집결 합류	集结汇合
차단 관리	屏蔽管理
차단 해제	解除屏蔽
참여 인원	参与成员
창병 체력	矛兵体力
채집 결과	采集结果
철광 건설	建设铁矿
철의 장갑	铁制护手
철제 포문	铁质炮门
청자 매병	青紫梅瓶
초보 농부	新手农夫
초상 변경	变更外形
총 병사수	总士兵数
총 적재량	总装载量
총 전투력	总战斗力
총 함선수	总舰船数
총병 체력	枪兵体力
최대 습득	全部学习
추가 메뉴	其它选项
추천 상품	推荐商品
추천 인재	推荐人才
추천 친구	推荐好友
축성용 삽	筑城用铁锹
출석 보상	签到奖励
출석 완료	签到完毕
출석 요청	签到邀请
출정서	出战御旨
출항할 수 없습니다.	无法出航
충각 모형	衡角模型
치료 취소	取消治疗
친구 초대	邀请好友
침몰한다!	沉下去了!
칭호 도감	称号图鉴
카로네이드	臼炮
카리브디스	卡律布迪斯
카사블랑카	卡萨布兰卡
카자흐스탄	哈萨克斯坦
캐넌 로얄	皇家加农炮
쾌속 항해	快速航海
쿠잔 조각	库赞碎片
쿠폰 입력	输入优惠券
크로아티아	克罗地亚
클라디우스	克劳狄
탈퇴 철회	撤回删号
태양 깃발	太阳旗帜
특급 과녁	特级箭靶
특급 교관	特级教官
특급 교본	特级教材
특급 붕대	特级绷带
특급 숫돌	特级魔石刀
특급 행군	特级行军
특성 교체	替换天赋
특수 능력	特殊能力
특수 스킬	特殊技能
특화 상품	特化商品
티어1_란	1阶_兰
티어1_슈	1阶_休
티어1_짐	1阶_吉姆
티어3_얀	3阶_雅恩
티어3_쿤	3阶_坤
티어3_틴	3阶_丁
티어4_엔	4阶_安
티어5_덴	5阶_典
티어5_수	5阶_苏
팔레스타인	巴勒斯坦
페르남부쿠	伯南布哥
편성 정보	整编信息
편지 작성	写邮件
우편 제목	邮件标题
평화 깃발	和平旗帜
포격 방해	妨碍炮击
포격 속도	炮击速度
포대 레일	炮台轨道
포로 석방 시키기	释放俘虏
포로 전향시키기	归顺俘虏
포르투갈어	葡萄牙语
포문 증설	增设炮门
포문 증축	增建炮门
포세이돈상	波塞冬像
포탑 피해	炮塔伤害
풀무 페달	风箱踏板
필립 2세	腓力二世
필요 은화	所需银币
필요 조건	必需条件
한정 상품	限定商品
함대 귀항	船队返航
함대 속성	船队属性
함대 운용	运用船队
함대 전술	船队战术
함대 편성	整编船队
함선 강화	舰船强化
함선 개조	改造舰船
함선 관리	舰船管理
함선 모형	舰船模型
함선 보관	保管舰船
함선 복구	复原舰船
함선 수리하기	修理舰船
함선 스킨	舰船皮肤
함선 장갑	舰船装甲
함선 진수	舰船下水
함선 파기	废弃舰船
함정 도안	陷阱图
항해 가속	航海加速
항해 오류	航海错误
해상백병전	海上白刃战
해상포격전	海上炮战
해적의 활	海盗之弓
행운 깃발	幸运旗帜
행운의 잎	幸运叶
현재 랭킹	当前排名
현재 Lv.	当前等级
현재 시즌	当前赛季
화각 조정	调整仰角
화약 수저	火药匙
황금 구슬	黄金弹珠
황금 다트	黄金飞镖
회원 탈퇴	删除账号
훈련 교관	训练教官
훈련 조교	训练助教
훈련 취소	取消训练
흥정 화술	讨价还价
희귀 견갑	稀有的肩甲
희귀 대패	稀有的刨子
희귀 들것	稀有的担架
희귀 성수	稀有的圣水
희귀 숫돌	稀有的磨刀石
희귀 자철	稀有的磁铁
희귀 창대	稀有的枪杆
희귀 철침	稀有的铁砧
희귀 톱니	稀有的锯齿
힘의 도끼	力量斧头
힘의 펄션	力量大刀
힘의 흉갑	力量胸甲
검은 해적	黑色海盗
고급 화력	高级火力
다음 계급	下一阶级
버프 획득	获得加成
사냥꾼의 아대	狩猎护手
사냥 화력	狩猎火力
영웅 관리	英雄管理
중급 화력	中级火力
초급 장갑	初级装甲
초급 화력	初级火力
영웅 소집	英雄召集
1회 한정	仅限1次
텍스트 키	文本键
3:00	2:00
9:00	8:00
15:00	14:00
21:00	20:00
최근 활동	最近的活动
금화 10	10金币
은화 50	50银币
고유 장비	固有装备
은화 사용하기	使用银币
오리배 함선 스킨	鸭子船皮肤
가성비 대박	超值性价比
이벤트 1	活动1
EVENT2	活动2
EVENT3	活动3
사냥 부스터	狩猎促进
버프 활성화	发动加成效果
(x{0})	(x{0})
{0} 단계	{0}等级
{0} 버프	{0}加成
{0} 연구	研究{0}
<장비옵션>	<装备属性>
1:1 채팅	私聊
COMING	未开始
Google	Google
Joyple	Joyple
Lv. {0}	{0}级
Română	Română
Türkçe	Türkçe
VIP이동	前往贵宾
가벼운 철판	轻型铁板
가속 15분	加速(15分钟)
가속 1시간	加速(1小时)
가속 2시간	加速(2小时)
가속 30분	加速(30分钟)
가속 4시간	加速(4小时)
가속 8시간	加速(8小时)
가속 아이템	加速道具
가속 패키지	加速礼包
가속의 반지	加速戒指
각인된 단검	刻印的短剑
강습 이용권	突袭券
강인한 반지	强韧戒指
강화된 용골	强化的龙骨
거대 바다용	巨型海龙
거래 영수증	交易发票
건물 설계도	建筑设计图
건설 전문화	建设专业化
건조된 약초	晒干的药草
건축 설계자	建筑设计师
검 절약기술	剑节约技术
검 제조수량	剑制造数量
검병 공격력	剑兵攻击力
검병 방어력	剑兵防御力
검병 훈련수	剑兵训练数
검소한 반지	俭朴的戒指
결전의 시간	决战的时刻
결투 신청서	决斗申请书
경량 키	轻型船舵
계급 {0}	阶级{0}
고급 갈고리	高级钩子
고급 곡괭이	高级镐头
고급 광산차	高级矿车
고급 구급법	高级急救法
고급 규격화	高级规格化
고급 기름칠	高级刷漆
고급 나무못	高级木钉
고급 내구도	高级耐久度
고급 망원경	高级望远镜
고급 방아쇠	高级扳机
고급 방어진	高级防御阵
고급 선회력	高级回转力
고급 완충재	高级缓冲材料
고급 윤활유	高级润滑油
고급 적재량	高级装载量
고급 전략서	高级战略书
고급 조선술	高级造船术
고급 창자루	高级矛把
고급 총검술	高级枪剑术
고급 추출기	高级萃取机
고급 통나무	高级原木
고급 항해술	高级航海术
고급 화약통	高级火药桶
고대 나침반	古代罗盘
고래 농장섬	鲸鱼农场岛
고래 목재섬	鲸鱼木材岛
고래 은광섬	鲸鱼银矿岛
고래 자원섬	鲸鱼资源岛
고래 철광섬	鲸鱼铁矿岛
고정형 UI	固定型UI
공중 공격력	空中攻击力
광기의 망토	狂气披风
광기의 반지	狂气戒指
광기의 에페	狂气重剑
광물 패키지	矿物礼包
괴물 사냥꾼	怪物猎手
괴물 처리반	怪物狩猎团
괴물 학살자	怪物屠杀者
괴수의 이빨	怪兽的牙齿
교관의 메달	教官的奖牌
교수대 밧줄	绞刑架之绳
교역 준비 중	准备交易中
교역 포인트	交易点数
교역로 개척	开拓交易路线
교역의 시대	交易时代
교역품 보기	查看交易品
교역품 선택	选择交易品
구급법 교육	培训急救法
구입후 사용	购买后使用
구멍난 장갑	穿孔的护手
구조선 운용	运用救生船
군비 패키지	军备礼包
군수품 보유하기	拥有军需品
군수품 제조하기	制造军需品
군주론 연구	研究君主论
금주의 상품	本周商品
금화 100	100金币
금화 200	200金币
Gold 300	300金币
금화 400	400金币
금화 500	500金币
금화 600	600金币
금화 700	700金币
금화 800	800金币
금화 900	900金币
금화 고블린	金币哥布林
금화 패키지	金币礼包
금화 획득!	获得金币!
기밀 보고서	机密报告书
기여도 순위	贡献度排名
꼬마 제작사	小小制作工
꿰뚫린 투구	被射穿的头盔
끝없는 도전	无尽的挑战
날렵한 무기	灵巧的武器
날렵한 투구	灵巧的头盔
날카로운 검	利刃
날카로운 덫	锐利的捕兽器
날카로운 톱	锐锯
남은 내구도	剩余耐久度
다음VIP	下一贵宾等级
다이스마스터	骰子大师
단결의 연맹	团结的联盟
Tier{0}	{0}阶
단체 대화방	群聊室
달성 전투력	战斗力要求
대구경 대포	大口径大炮
대인 공격력	对人攻击力
대장간 망치	铁匠铺锤
대장간 이용하기	使用铁匠铺
대포 제조중	制造大炮中
대함 공격력	对舰攻击力
대형 화살촉	大型箭头
대화방 개설	创建聊天室
도시 소개장	城市介绍信
도시 추천장	城市推荐卷
도전의 인장	挑战的印章
독수리 깃발	雄鹰旗帜
동양의 기개	东方的气概
동양의 흔적	东方的痕迹
드래곤 강화	强化龙
드래곤 공격	攻击龙
드래곤 요새	龙堡垒
드래곤 편성	整编龙
등록할 개수	要上架的数量
디바이스 제재	设备制裁
디하메스 알	暴龙蛋
따뜻한 의복	暖和的盔甲
랜덤 고블린	随机哥布林
로그아웃하기	注销
리플레이 팁	回放提示
마다가스카르	马达加斯加
마도의 모자	魔道头盔
마도의 반지	魔道戒指
마도의 신발	魔道战靴
마도의 의복	魔道盔甲
마도의 장갑	魔道护手
마르코 2세	马可二世
마르코 조각	马可碎片
마법사의 왕	魔法师之王
